position,suffix,player_slug,first_name,middle_name,last_name,draft_year,lane_agility_time,shuttle_run,three_quarter_sprint,standing_vertical_leap,max_vertical_leap,max_bench_press_repetitions,body_fat_pct,hand_length,hand_width,height_w_shoes,height_wo_shoes,standing_reach,weight_lbs,wingspan,hand_length_inches,hand_width_inches,height_w_shoes_inches,height_wo_shoes_inches,standing_reach_inches,wingspan_inches,player_name
pf,,markieff__morris__2011,markieff,,morris,2011.0,,,3.4,27.0,31.5,11.0,10.2,8.50,8.25,6' 9.25'',6' 7.75'',8' 10.5'',240.8,6' 10.75'',8.5,8.25,81.25,79.75,106.5,82.75,markieff morris
pg-sg,,darius__morris__2011,darius,,morris,2011.0,11.0,,3.2,24.5,32.0,12.0,5.3,8.75,10.00,6' 5.25'',6' 3.25'',8' 6'',190.0,6' 7.5'',8.75,10.0,77.25,75.25,102.0,79.5,darius morris
sf,,chandler__parsons__2011,chandler,,parsons,2011.0,11.05,,3.29,25.5,31.5,4.0,7.0,8.25,10.00,6' 9.75'',6' 8.75'',8' 8.5'',221.2,6' 9.5'',8.25,10.0,81.75,80.75,104.5,81.5,chandler parsons
sf,,jereme__richmond__2011,jereme,,richmond,2011.0,11.74,,3.02,27.0,33.5,,5.5,8.75,9.50,6' 7.25'',6' 6'',8' 10.5'',207.2,6' 10.25'',8.75,9.5,79.25,78.0,106.5,82.25,jereme richmond
sg-pg,,josh__selby__2011,josh,,selby,2011.0,11.13,,3.2,29.5,42.0,5.0,7.9,8.50,9.00,6' 3'',6' 1.75'',8' 2'',194.6,6' 5.25'',8.5,9.0,75.0,73.75,98.0,77.25,josh selby
pg-sg,,iman__shumpert__2011,iman,,shumpert,2011.0,11.1,,3.18,36.5,42.0,18.0,6.5,9.00,9.00,6' 5.5'',6' 4.25'',8' 3.5'',221.8,6' 9.5'',9.0,9.0,77.5,76.25,99.5,81.5,iman shumpert
sf,,kyle__singler__2011,kyle,,singler,2011.0,11.22,,3.21,23.0,30.0,10.0,10.0,8.25,8.75,6' 8.5'',6' 7.5'',8' 10'',228.0,6' 10.1'',8.25,8.75,80.5,79.5,106.0,82.1,kyle singler
sf,,chris__singleton__2011,chris,,singleton,2011.0,11.33,,3.09,30.5,37.5,15.0,7.4,9.25,10.00,6' 9'',6' 7.75'',8' 7.5'',230.2,7' 1'',9.25,10.0,81.0,79.75,103.5,85.0,chris singleton
pf,,jamie__skeen__2011,jamie,,skeen,2011.0,12.43,,3.46,26.0,30.5,10.0,9.8,8.50,8.50,6' 8'',6' 6.5'',8' 10.5'',241.6,7' 1.25'',8.5,8.5,80.0,78.5,106.5,85.25,jamie skeen
pg,,nolan__smith__2011,nolan,,smith,2011.0,11.05,,3.17,28.5,34.0,9.0,5.6,8.50,9.25,6' 3.5'',6' 1.5'',8' 3'',187.6,6' 5.5'',8.5,9.25,75.5,73.5,99.0,77.5,nolan smith
pf-c,,gregory__smith__2011,gregory,,smith,2011.0,12.43,,3.36,29.5,36.0,17.0,7.4,9.75,12.00,6' 9.25'',6' 8'',8' 10.5'',252.8,7' 2.5'',9.75,12.0,81.25,80.0,106.5,86.5,gregory smith
pf,,malcolm__thomas__2011,malcolm,,thomas,2011.0,11.31,,3.29,32.0,36.5,3.0,5.9,9.50,10.50,6' 8.75'',6' 7.5'',8' 11.5'',223.0,7' 0.5'',9.5,10.5,80.75,79.5,107.5,84.5,malcolm thomas
pg,,isaiah__thomas__2011,isaiah,,thomas,2011.0,10.49,,3.14,31.5,40.0,13.0,6.7,8.25,9.00,5' 10.25'',5' 8.75'',7' 7.5'',186.0,6' 1.75'',8.25,9.0,70.25,68.75,91.5,73.75,isaiah thomas
pf,,trey__thompkins__2011,trey,,thompkins,2011.0,11.72,,3.41,27.5,30.5,15.0,15.5,9.25,9.75,6' 9.75'',6' 8.5'',8' 11.5'',239.0,7' 1'',9.25,9.75,81.75,80.5,107.5,85.0,trey thompkins
pf,,tristan__thompson__2011,tristan,,thompson,2011.0,10.92,,3.26,30.0,35.0,9.0,6.2,8.75,9.25,6' 8.75'',6' 7.5'',9' 0.5'',227.4,7' 1.25'',8.75,9.25,80.75,79.5,108.5,85.25,tristan thompson
sg,,klay__thompson__2011,klay,,thompson,2011.0,10.99,,3.24,26.5,31.5,5.0,8.0,8.75,9.25,6' 7.25'',6' 5.75'',8' 7.5'',205.6,6' 9'',8.75,9.25,79.25,77.75,103.5,81.0,klay thompson
pf-c,,jeremy__tyler__2011,jeremy,,tyler,2011.0,11.26,,3.29,28.0,33.5,10.0,13.4,9.25,9.00,6' 10.5'',6' 9'',9' 2.5'',262.4,7' 5'',9.25,9.0,82.5,81.0,110.5,89.0,jeremy tyler
pf-c,,nikola__vucevic__2011,nikola,,vucevic,2011.0,12.02,,3.27,23.5,25.0,8.0,6.1,9.25,10.25,6' 11.75'',6' 10.25'',9' 4.5'',259.8,7' 4.5'',9.25,10.25,83.75,82.25,112.5,88.5,nikola vucevic
pg,,kemba__walker__2011,kemba,,walker,2011.0,10.87,,3.16,32.0,39.5,7.0,5.9,8.00,9.00,6' 1'',5' 11.5'',7' 7.5'',184.0,6' 3.5'',8.0,9.0,73.0,71.5,91.5,75.5,kemba walker
pf,,jordan__williams__2011,jordan,,williams,2011.0,12.74,,3.45,25.0,30.5,10.0,12.1,9.25,10.00,6' 9'',6' 7.75'',8' 10.5'',247.2,7' 0.25'',9.25,10.0,81.0,79.75,106.5,84.25,jordan williams
pf-sf,,derrick__williams__2011,derrick,,williams,2011.0,11.03,,3.23,29.0,34.5,19.0,10.8,9.00,9.75,6' 8.75'',6' 7.25'',9' 0'',248.4,7' 1.5'',9.0,9.75,80.75,79.25,108.0,85.5,derrick williams
c,,solomon__alabi__2010,solomon,,alabi,2010.0,13.2,,3.68,22.5,26.0,10.0,5.0,9.25,9.25,7' 0.75'',6' 11.5'',9' 5'',237.4,7' 5'',9.25,9.25,84.75,83.5,113.0,89.0,solomon alabi
c,,cole__aldrich__2010,cole,,aldrich,2010.0,11.48,,3.35,23.0,28.0,10.0,8.5,9.00,9.25,6' 11.25'',6' 9'',9' 3.5'',236.0,7' 4.75'',9.0,9.25,83.25,81.0,111.5,88.75,cole aldrich
sf,,al-farouq__aminu__2010,al-farouq,,aminu,2010.0,11.29,,3.3,27.0,33.5,13.0,8.2,9.50,9.50,6' 8.5'',6' 7.25'',9' 0.5'',216.0,7' 3.25'',9.5,9.5,80.5,79.25,108.5,87.25,al-farouq aminu
sf,,james__anderson__2010,james,,anderson,2010.0,11.86,,3.19,30.0,35.5,14.0,7.9,8.50,7.25,6' 5.75'',6' 4.75'',8' 8'',207.6,6' 8.5'',8.5,7.25,77.75,76.75,104.0,80.5,james anderson
sf-pf,,luke__babbitt__2010,luke,,babbitt,2010.0,10.98,,3.4,29.5,37.5,15.0,5.6,8.50,10.00,6' 8.75'',6' 7.5'',8' 8.5'',217.8,6' 11.25'',8.5,10.0,80.75,79.5,104.5,83.25,luke babbitt
pg,,eric__bledsoe__2010,eric,,bledsoe,2010.0,,,,,,9.0,5.6,8.50,9.75,6' 1.5'',6' 0.25'',8' 2'',191.6,6' 7.5'',8.5,9.75,73.5,72.25,98.0,79.5,eric bledsoe
pf,,trevor__booker__2010,trevor,,booker,2010.0,11.15,,3.1,31.0,36.0,22.0,7.3,9.00,9.50,6' 7.5'',6' 6.25'',8' 10'',235.8,6' 9.75'',9.0,9.5,79.5,78.25,106.0,81.75,trevor booker
pf-sf,,craig__brackins__2010,craig,,brackins,2010.0,11.65,,3.39,26.0,35.0,6.0,7.9,9.50,11.25,6' 9.75'',6' 8.5'',9' 1'',229.0,7' 0'',9.5,11.25,81.75,80.5,109.0,84.0,craig brackins
sg-pg,,avery__bradley__2010,avery,,bradley,2010.0,11.47,,3.14,31.5,37.5,2.0,4.0,8.25,9.50,6' 3.25'',6' 2'',8' 2.5'',180.4,6' 7.25'',8.25,9.5,75.25,74.0,98.5,79.25,avery bradley
pf,,derrick__caracter__2010,derrick,,caracter,2010.0,12.78,,3.61,25.0,30.5,22.0,12.8,9.00,10.25,6' 9.5'',6' 8.25'',8' 11.5'',280.0,7' 0.25'',9.0,10.25,81.5,80.25,107.5,84.25,derrick caracter
pg,,sherron__collins__2010,sherron,,collins,2010.0,12.31,,3.24,27.5,33.0,,9.2,8.50,9.50,5' 11.75'',5' 10.25'',7' 10'',217.2,6' 2.5'',8.5,9.5,71.75,70.25,94.0,74.5,sherron collins
c,,demarcus__cousins__2010,demarcus,,cousins,2010.0,11.4,,3.55,23.5,27.5,,16.4,9.25,10.00,6' 10.75'',6' 9.5'',9' 5'',291.8,7' 5.75'',9.25,10.0,82.75,81.5,113.0,89.75,demarcus cousins
sg,,jordan__crawford__2010,jordan,,crawford,2010.0,11.03,,3.37,31.5,34.5,7.0,4.9,8.00,9.00,6' 4.5'',6' 3'',8' 5'',198.4,6' 7'',8.0,9.0,76.5,75.0,101.0,79.0,jordan crawford
pf,,ed__davis__2010,ed,,davis,2010.0,11.7,,3.21,31.0,36.0,,10.0,9.25,10.00,6' 9.75'',6' 9'',9' 0'',226.6,7' 0'',9.25,10.0,81.75,81.0,108.0,84.0,ed davis
sf,,devin__ebanks__2010,devin,,ebanks,2010.0,11.69,,3.44,23.5,32.0,6.0,7.9,8.25,9.00,6' 8.25'',6' 7'',8' 11.5'',207.8,7' 0.25'',8.25,9.0,80.25,79.0,107.5,84.25,devin ebanks
pf,,derrick__favors__2010,derrick,,favors,2010.0,11.74,,3.25,31.5,35.5,14.0,6.5,8.75,9.25,6' 10.25'',6' 8.75'',9' 2'',245.2,7' 4'',8.75,9.25,82.25,80.75,110.0,88.0,derrick favors
pf-c,,keith__gallon__2010,keith,,gallon,2010.0,13.44,,3.7,23.5,28.5,14.0,15.1,9.25,10.50,6' 9.5'',6' 8.5'',9' 1.5'',301.8,7' 4.5'',9.25,10.5,81.5,80.5,109.5,88.5,keith gallon
sf,,charles__garcia__2010,charles,,garcia,2010.0,11.65,,3.23,24.5,30.5,2.0,7.0,8.75,9.00,6' 9.25'',6' 8.25'',8' 11.5'',231.6,7' 1.75'',8.75,9.0,81.25,80.25,107.5,85.75,charles garcia
sf,,paul__george__2010,paul,,george,2010.0,,,,,,4.0,5.0,8.50,9.00,6' 8.75'',6' 7.75'',8' 11'',214.4,6' 11.25'',8.5,9.0,80.75,79.75,107.0,83.25,paul george
pf,,luke__harangody__2010,luke,,harangody,2010.0,11.83,,3.41,24.0,28.5,23.0,11.1,8.75,9.75,6' 7.75'',6' 6'',8' 10'',240.2,6' 9.5'',8.75,9.75,79.75,78.0,106.0,81.5,luke harangody
sg,,manny__harris__2010,manny,,harris,2010.0,,,,,,11.0,3.8,8.50,9.00,6' 5.5'',6' 4'',8' 6'',185.1,6' 7.25'',8.5,9.0,77.5,76.0,102.0,79.25,manny harris
sg-sf,,lazar__hayward__2010,lazar,,hayward,2010.0,10.87,,3.31,31.0,36.0,15.0,7.5,9.25,9.50,6' 5.75'',6' 4.5'',8' 6'',225.8,7' 0.75'',9.25,9.5,77.75,76.5,102.0,84.75,lazar hayward
sf,,gordon__hayward__2010,gordon,,hayward,2010.0,11.73,,3.22,30.5,34.5,10.0,6.9,8.50,9.25,6' 8'',6' 6.75'',8' 7'',211.0,6' 7.75'',8.5,9.25,80.0,78.75,103.0,79.75,gordon hayward
sg,,xavier__henry__2010,xavier,,henry,2010.0,11.1,,3.18,28.5,36.5,8.0,4.7,8.75,10.00,6' 6.5'',6' 5.25'',8' 9'',210.2,6' 11.25'',8.75,10.0,78.5,77.25,105.0,83.25,xavier henry
sg-sf,,darington__hobson__2010,darington,,hobson,2010.0,11.68,,3.25,29.0,34.0,,6.2,8.25,9.00,6' 6.5'',6' 5.25'',8' 8.5'',203.6,6' 9.25'',8.25,9.0,78.5,77.25,104.5,81.25,darington hobson
sf,,damion__james__2010,damion,,james,2010.0,10.89,,3.2,29.0,33.0,13.0,9.6,9.25,8.50,6' 7.75'',6' 6.25'',8' 11'',226.6,7' 0.75'',9.25,8.5,79.75,78.25,107.0,84.75,damion james
sf,,wesley__johnson__2010,wesley,,johnson,2010.0,11.43,,3.14,32.0,37.0,16.0,4.6,9.00,9.50,6' 7.25'',6' 6.25'',8' 10'',206.4,7' 1'',9.0,9.5,79.25,78.25,106.0,85.0,wesley johnson
pg-sg,,armon__johnson__2010,armon,,johnson,2010.0,11.25,,3.19,31.5,38.5,18.0,5.6,8.25,9.25,6' 3.25'',6' 2'',8' 3.5'',195.2,6' 8'',8.25,9.25,75.25,74.0,99.5,80.0,armon johnson
sg,,dominique__jones__2010,dominique,,jones,2010.0,10.88,,3.31,26.0,32.5,19.0,5.9,9.00,10.25,6' 5'',6' 3.25'',8' 5'',216.0,6' 9.25'',9.0,10.25,77.0,75.25,101.0,81.25,dominique jones
c,,jerome__jordan__2010,jerome,,jordan,2010.0,,,,,,,6.9,9.00,10.25,7' 0.75'',6' 11.5'',9' 5'',244.2,7' 5.25'',9.0,10.25,84.75,83.5,113.0,89.25,jerome jordan
sg,,sylven__landesberg__2010,sylven,,landesberg,2010.0,11.59,,3.36,28.0,32.0,8.0,11.6,8.75,10.75,6' 6.25'',6' 4.75'',8' 4.5'',210.0,6' 9'',8.75,10.75,78.25,76.75,100.5,81.0,sylven landesberg
pf,,gani__lawal__2010,gani,,lawal,2010.0,11.61,,3.24,27.0,31.5,20.0,6.3,8.50,10.00,6' 9'',6' 7.5'',8' 11.5'',233.4,7' 0'',8.5,10.0,81.0,79.5,107.5,84.0,gani lawal
pf-c,,greg__monroe__2010,greg,,monroe,2010.0,12.1,,3.35,25.0,29.0,15.0,11.2,8.75,9.50,6' 11'',6' 9.75'',9' 0.5'',246.6,7' 2.25'',8.75,9.5,83.0,81.75,108.5,86.25,greg monroe
c,,daniel__orton__2010,daniel,,orton,2010.0,12.32,,3.39,24.0,30.5,13.0,13.8,8.50,9.75,6' 9.5'',6' 8.75'',9' 2.5'',269.2,7' 4.25'',8.5,9.75,81.5,80.75,110.5,88.25,daniel orton
c,,artsiom__parakhouski__2010,artsiom,,parakhouski,2010.0,12.07,,3.33,25.5,26.5,16.0,6.0,9.00,10.50,6' 11.75'',6' 10.25'',9' 1.5'',268.2,7' 1'',9.0,10.5,83.75,82.25,109.5,85.0,artsiom parakhouski
pf,,patrick__patterson__2010,patrick,,patterson,2010.0,11.14,,3.25,28.5,33.5,17.0,5.3,9.25,10.25,6' 9.25'',6' 8'',8' 11'',239.6,7' 1.25'',9.25,10.25,81.25,80.0,107.0,85.25,patrick patterson
pf-c,,dexter__pittman__2010,dexter,,pittman,2010.0,,,,,,,20.8,10.25,10.50,6' 11.5'',6' 9.5'',9' 3'',302.6,7' 6'',10.25,10.5,83.5,81.5,111.0,90.0,dexter pittman
sg,,andy__rautins__2010,andy,,rautins,2010.0,11.27,,3.49,23.5,30.5,8.0,6.2,8.00,9.75,6' 5'',6' 4.25'',8' 4'',191.6,6' 7'',8.0,9.75,77.0,76.25,100.0,79.0,andy rautins
pf,,ryan__richards__2010,ryan,,richards,2010.0,11.33,,3.37,25.0,28.5,4.0,8.0,9.00,9.75,6' 11.75'',6' 10.5'',9' 2'',230.2,7' 1.5'',9.0,9.75,83.75,82.5,110.0,85.5,ryan richards
sf,,stanley__robinson__2010,stanley,,robinson,2010.0,11.65,,3.23,,37.5,6.0,8.3,9.00,9.00,6' 7.75'',6' 6.5'',8' 11.5'',213.2,7' 0'',9.0,9.0,79.75,78.5,107.5,84.0,stanley robinson
pf-c,,larry__sanders__2010,larry,,sanders,2010.0,12.49,,3.27,25.5,28.0,7.0,4.6,9.75,11.00,6' 10.5'',6' 9.25'',9' 4'',222.4,7' 5.75'',9.75,11.0,82.5,81.25,112.0,89.75,larry sanders
pg-sg,,jon__scheyer__2010,jon,,scheyer,2010.0,,,,,,,5.4,7.75,9.50,6' 6'',6' 4.75'',8' 3'',180.0,6' 3.25'',7.75,9.5,78.0,76.75,99.0,75.25,jon scheyer
sg,,lance__stephenson__2010,lance,,stephenson,2010.0,11.39,,3.38,27.0,33.0,10.0,9.3,9.00,10.25,6' 5.75'',6' 4.5'',8' 7'',227.0,6' 10.5'',9.0,10.25,77.75,76.5,103.0,82.5,lance stephenson
pg,,mikhail__torrance__2010,mikhail,,torrance,2010.0,11.43,,3.17,23.0,32.0,8.0,7.0,8.75,9.50,6' 5'',6' 4'',8' 7'',208.8,6' 7.5'',8.75,9.5,77.0,76.0,103.0,79.5,mikhail torrance
sg,,evan__turner__2010,evan,,turner,2010.0,11.06,,3.27,27.5,34.5,9.0,8.6,8.75,9.50,6' 7'',6' 5.75'',8' 7.5'',213.8,6' 8'',8.75,9.5,79.0,77.75,103.5,80.0,evan turner
pf,,ekpe__udoh__2010,ekpe,,udoh,2010.0,11.15,,3.29,31.0,33.5,10.0,8.0,9.50,8.75,6' 9.75'',6' 8.75'',8' 10.5'',237.4,7' 4.5'',9.5,8.75,81.75,80.75,106.5,88.5,ekpe udoh
pf-c,,jarvis__varnado__2010,jarvis,,varnado,2010.0,11.61,,3.37,29.5,32.5,3.0,9.5,9.25,9.50,6' 10'',6' 8.25'',9' 1.5'',210.2,7' 3.5'',9.25,9.5,82.0,80.25,109.5,87.5,jarvis varnado
pg-sg,,greivis__vasquez__2010,greivis,,vasquez,2010.0,,,,,,,8.6,7.75,9.25,6' 6.5'',6' 5'',8' 5'',210.8,6' 7'',7.75,9.25,78.5,77.0,101.0,79.0,greivis vasquez
pg,,john__wall__2010,john,,wall,2010.0,10.84,,3.14,30.0,39.0,,5.6,8.25,9.50,6' 4'',6' 2.75'',8' 5.5'',195.6,6' 9.25'',8.25,9.5,76.0,74.75,101.5,81.25,john wall
sg-pg,,willie__warren__2010,willie,,warren,2010.0,11.21,,3.5,23.0,31.5,10.0,7.6,8.50,9.50,6' 3.75'',6' 2.5'',8' 3.5'',208.4,6' 6'',8.5,9.5,75.75,74.5,99.5,78.0,willie warren
sg-pg,,terrico__white__2010,terrico,,white,2010.0,11.38,,3.15,31.0,40.0,10.0,3.7,9.00,10.50,6' 5'',6' 3.75'',8' 5'',202.6,6' 9'',9.0,10.5,77.0,75.75,101.0,81.0,terrico white
c-pf,,hassan__whiteside__2010,hassan,,whiteside,2010.0,11.83,,3.54,27.0,31.5,12.0,5.5,8.25,10.25,6' 11.5'',6' 10.5'',9' 5'',226.6,7' 7'',8.25,10.25,83.5,82.5,113.0,91.0,hassan whiteside
pf,,jeff__adrien__2009,jeff,,adrien,2009.0,11.34,,3.32,27.5,31.5,16.0,7.9,-,-,6' 6.5'',6' 5.25'',8' 11.5'',236.2,7' 2'',,,78.5,77.25,107.5,86.0,jeff adrien
pf,,jeff__ayres__2009,jeff,,ayres,2009.0,11.98,,3.14,31.0,35.0,15.0,5.5,-,-,6' 10'',6' 8.75'',8' 11'',239.6,7' 1'',,,82.0,80.75,107.0,85.0,jeff ayres
pg,,rodrigue__beaubois__2009,rodrigue,,beaubois,2009.0,10.49,,3.15,29.5,39.0,3.0,7.9,-,-,6' 2.25'',6' 1.25'',8' 4'',182.4,6' 9.75'',,,74.25,73.25,100.0,81.75,rodrigue beaubois
pf,,dejuan__blair__2009,dejuan,,blair,2009.0,11.5,,3.45,26.0,33.0,18.0,12.0,-,-,6' 6.5'',6' 5.25'',8' 10.5'',276.6,7' 2'',,,78.5,77.25,106.5,86.0,dejuan blair
sf-pf,,derrick__brown__2009,derrick,,brown,2009.0,11.26,,3.13,30.5,35.5,20.0,8.6,-,-,6' 8.5'',6' 7.5'',8' 11.5'',224.6,7' 2.5'',,,80.5,79.5,107.5,86.5,derrick brown
sf-sg,,chase__budinger__2009,chase,,budinger,2009.0,11.08,,3.24,29.5,38.5,10.0,10.0,-,-,6' 7'',6' 6.25'',8' 5'',206.4,6' 7'',,,79.0,78.25,101.0,79.0,chase budinger
pf-sf,,demarre__carroll__2009,demarre,,carroll,2009.0,,,,,,,6.3,-,-,6' 7.75'',6' 6.25'',8' 9'',207.2,6' 10'',,,79.75,78.25,105.0,82.0,demarre carroll
sf,,omri__casspi__2009,omri,,casspi,2009.0,11.15,,3.28,25.5,32.5,2.0,8.6,-,-,6' 9.25'',6' 7.75'',8' 10.5'',211.2,6' 9.25'',,,81.25,79.75,106.5,81.25,omri casspi
sg,,dionte__christmas__2009,dionte,,christmas,2009.0,10.83,,3.21,27.0,33.5,3.0,7.1,-,-,6' 5.5'',6' 4.25'',8' 6.5'',210.8,6' 9'',,,77.5,76.25,102.5,81.0,dionte christmas
sf-pf,,earl__clark__2009,earl,,clark,2009.0,11.17,,3.35,28.5,33.0,5.0,5.2,-,-,6' 10.25'',6' 8.5'',9' 1.5'',228.4,7' 2.5'',,,82.25,80.5,109.5,86.5,earl clark
pg,,darren__collison__2009,darren,,collison,2009.0,10.45,,3.1,30.5,33.5,9.0,5.7,-,-,6' 1.5'',6' 0.25'',8' 0.5'',166.2,6' 3'',,,73.5,72.25,96.5,75.0,darren collison
pf,,dante__cunningham__2009,dante,,cunningham,2009.0,11.18,,3.26,28.0,35.0,18.0,4.8,-,-,6' 8.25'',6' 7'',8' 10.5'',227.4,6' 11'',,,80.25,79.0,106.5,83.0,dante cunningham
pg-sg,,stephen__curry__2009,stephen,,curry,2009.0,11.07,,3.28,29.5,35.5,10.0,5.7,-,-,6' 3.25'',6' 2'',8' 1'',181.0,6' 3.5'',,,75.25,74.0,97.0,75.5,stephen curry
sf-pf,,austin__daye__2009,austin,,daye,2009.0,12.11,,3.55,25.0,28.0,,5.5,-,-,6' 10.75'',6' 9.75'',9' 2'',191.8,7' 2.75'',,,82.75,81.75,110.0,86.75,austin daye
sg-sf,,demar__derozan__2009,demar,,derozan,2009.0,11.88,,3.31,29.0,38.5,5.0,4.9,-,-,6' 6.5'',6' 5.5'',8' 6.5'',211.2,6' 9'',,,78.5,77.5,102.5,81.0,demar derozan
pg,,toney__douglas__2009,toney,,douglas,2009.0,10.63,,3.03,28.0,32.5,15.0,5.2,-,-,6' 2'',6' 1'',8' 1.5'',183.4,6' 6'',,,74.0,73.0,97.5,78.0,toney douglas
sg,,wayne__ellington__2009,wayne,,ellington,2009.0,11.14,,3.2,31.5,38.0,13.0,5.5,-,-,6' 5.25'',6' 4.25'',8' 4'',202.4,6' 6.5'',,,77.25,76.25,100.0,78.5,wayne ellington
pg-sg,,tyreke__evans__2009,tyreke,,evans,2009.0,11.81,,3.17,28.5,34.0,7.0,7.1,-,-,6' 5.25'',6' 4'',8' 8'',220.6,6' 11.25'',,,77.25,76.0,104.0,83.25,tyreke evans
pg,,jonny__flynn__2009,jonny,,flynn,2009.0,10.86,,3.23,33.0,40.0,10.0,6.3,-,-,6' 0.75'',5' 11.25'',7' 11.5'',195.6,6' 4'',,,72.75,71.25,95.5,76.0,jonny flynn
pf,,taj__gibson__2009,taj,,gibson,2009.0,11.56,,3.41,25.5,30.0,12.0,6.6,-,-,6' 9.75'',6' 8.5'',9' 1'',214.4,7' 4'',,,81.75,80.5,109.0,88.0,taj gibson
sg-sf,,danny__green__2009,danny,,green,2009.0,11.3,,3.3,29.0,33.0,15.0,5.6,-,-,6' 6.5'',6' 5.25'',8' 7'',208.0,6' 10'',,,78.5,77.25,103.0,82.0,danny green
pf,,blake__griffin__2009,blake,,griffin,2009.0,10.95,,3.28,32.0,35.5,22.0,8.2,-,-,6' 10'',6' 8.5'',8' 9'',248.4,6' 11.25'',,,82.0,80.5,105.0,83.25,blake griffin
pf,,tyler__hansbrough__2009,tyler,,hansbrough,2009.0,11.12,,3.27,27.5,34.0,18.0,8.5,-,-,6' 9.5'',6' 8.25'',8' 10'',234.2,6' 11.5'',,,81.5,80.25,106.0,83.5,tyler hansbrough
sg,,james__harden__2009,james,,harden,2009.0,11.1,,3.13,31.5,37.0,17.0,10.1,-,-,6' 5.25'',6' 4'',8' 7.5'',222.0,6' 10.75'',,,77.25,76.0,103.5,82.75,james harden
sg-sf,,gerald__henderson__2009,gerald,,henderson,2009.0,11.17,,3.14,31.5,35.0,8.0,4.4,-,-,6' 5'',6' 4'',8' 6.5'',214.6,6' 10.25'',,,77.0,76.0,102.5,82.25,gerald henderson
pf-c,,josh__heytvelt__2009,josh,,heytvelt,2009.0,11.67,,3.38,28.5,34.0,15.0,10.8,-,-,6' 11'',6' 10'',9' 0'',246.2,7' 1.25'',,,83.0,82.0,108.0,85.25,josh heytvelt
pf-c,,jordan__hill__2009,jordan,,hill,2009.0,12.23,,3.3,31.0,35.0,11.0,6.0,-,-,6' 10.25'',6' 9.25'',9' 0'',232.4,7' 1.5'',,,82.25,81.25,108.0,85.5,jordan hill
pg-sg,,jrue__holiday__2009,jrue,,holiday,2009.0,10.64,,3.21,28.5,34.0,6.0,6.3,-,-,6' 4.25'',6' 3.25'',8' 4.5'',199.0,6' 7'',,,76.25,75.25,100.5,79.0,jrue holiday
sf,,joe__ingles__2009,joe,,ingles,2009.0,10.66,,3.3,26.0,31.0,3.0,10.1,-,-,6' 8.25'',6' 7.75'',8' 9'',209.2,6' 10.25'',,,80.25,79.75,105.0,82.25,joe ingles
sf-pf,,james__johnson__2009,james,,johnson,2009.0,11.21,,3.23,30.5,35.0,18.0,12.0,-,-,6' 7.75'',6' 7'',8' 9.5'',257.2,7' 0.75'',,,79.75,79.0,105.5,84.75,james johnson
pg,,ty__lawson__2009,ty,,lawson,2009.0,10.98,,3.12,29.0,36.5,14.0,6.6,-,-,6' 0.5'',5' 11.25'',7' 10.5'',196.6,6' 0.75'',,,72.5,71.25,94.5,72.75,ty lawson
pg,,eric__maynor__2009,eric,,maynor,2009.0,10.78,,3.19,28.5,31.5,8.0,5.4,-,-,6' 3.25'',6' 2.25'',8' 1'',163.6,6' 2.5'',,,75.25,74.25,97.0,74.5,eric maynor
sg-pg,,jack__mcclinton__2009,jack,,mcclinton,2009.0,10.44,,3.21,30.0,36.5,13.0,6.2,-,-,6' 0.75'',5' 11.75'',8' 0'',185.2,6' 2.5'',,,72.75,71.75,96.0,74.5,jack mcclinton
sg,,jerel__mcneal__2009,jerel,,mcneal,2009.0,10.61,,3.25,31.5,36.5,10.0,5.4,-,-,6' 3'',6' 1.5'',8' 3.5'',190.4,6' 7.25'',,,75.0,73.5,99.5,79.25,jerel mcneal
sg,,jodie__meeks__2009,jodie,,meeks,2009.0,10.96,,3.1,28.5,37.0,14.0,8.0,-,-,6' 4'',6' 3'',8' 2'',211.4,6' 4.5'',,,76.0,75.0,98.0,76.5,jodie meeks
pg,,patty__mills__2009,patty,,mills,2009.0,10.87,,3.1,27.5,33.0,8.0,6.9,-,-,6' 0.5'',5' 11.25'',7' 11'',175.4,6' 2'',,,72.5,71.25,95.0,74.0,patty mills
c,,byron__mullens__2009,byron,,mullens,2009.0,11.1,,3.45,28.5,32.5,10.0,8.5,-,-,7' 1.25'',6' 11.75'',9' 3'',258.2,7' 1.5'',,,85.25,83.75,111.0,85.5,byron mullens
pg,,aj__price__2009,aj,,price,2009.0,10.99,,3.22,26.0,31.0,11.0,12.4,-,-,6' 2'',6' 0.5'',8' 1'',192.8,6' 3.75'',,,74.0,72.5,97.0,75.75,aj price
sf,,tyler__smith__2009,tyler,,smith,2009.0,10.69,,3.24,29.0,33.5,10.0,7.0,-,-,6' 6'',6' 5.25'',8' 8.5'',212.0,6' 9.75'',,,78.0,77.25,104.5,81.75,tyler smith
sf,,dajuan__summers__2009,dajuan,,summers,2009.0,10.94,,3.17,29.5,34.5,15.0,6.6,-,-,6' 8.5'',6' 7.25'',8' 10.5'',243.0,7' 0.75'',,,80.5,79.25,106.5,84.75,dajuan summers
sg,,jermaine__taylor__2009,jermaine,,taylor,2009.0,11.54,,3.32,34.0,37.5,16.0,5.8,-,-,6' 4.75'',6' 3.5'',8' 5'',207.4,6' 8.75'',,,76.75,75.5,101.0,80.75,jermaine taylor
